NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO
Casa Fontana,Restaurante,"R. Bento Albuquerque, 1976 - Cocó, Fortaleza - CE, 60192-050",Restaurante,4.5,111,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Cocó
Moranga Bistrô,Restaurante,"R. Xavier de Castro, 100 - Praia de Iracema, Fortaleza - CE, 60060-660",Restauranterestaurante,4.5,710,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Praia De Iracema
Casa Nostra | Restaurante Italiano,Restaurante,"Av. Senador Virgílio Távora, 1800 - Dionísio Torres, Fortaleza - CE, 60170-251",Restaurante,4.6,1203,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Dionísio Torres
Moleskine Gastrobar,Restaurante,"Rua Professor Dias da Rocha, 578 - Meireles, Fortaleza - CE, 60170-310",Restaurante,4.7,3009,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Marcel Restaurante.,Restaurante,"Av. Historiador Raimundo Girão, 800 - Praia de Iracema, Fortaleza - CE, 60165-050",Restaurante Francês,4.6,117,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Sabor de Mar,Restaurante,"Av. Desembargador Moreira, 256 - Meireles, Fortaleza - CE, 60170-000",Restaurante,4.2,148,45.0,150.0,0 days 00:45:00,0 days 02:30:00,Meireles
Dom Antunes Steakhouse: Restaurante de Carnes Nobres Aldeota Fortaleza,Restaurante,"Rua Frei Mansueto, 1560 - Aldeota, Fortaleza - CE, 60175-082",Restaurante,4.4,1396,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Riô - drinks & comida,Restaurante,"Rua Frei Mansueto, 662 - Meireles, Fortaleza - CE, 60175-070",Restaurante Brasileiro,4.9,11,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Giz Cozinha Boêmia,Restaurante,"Rua Professor Dias da Rocha, 579 - Meireles, Fortaleza - CE, 60170-310",Restaurante Brasileiro,4.6,1583,210.0,210.0,0 days 03:30:00,0 days 03:30:00,Meireles
Geppos Praia - Restaurante na Praia de Iracema,Restaurante,"Av. Beira Mar, 3222 - Meireles, Fortaleza - CE, 60165-121",Restaurante,4.4,3201,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Meireles
Restaurante Moqueca,Restaurante,"Rua Pescador Chico Bindá, 318 - Vicente Pinzon, Fortaleza - CE, 60181-160",Restaurante De Frutos Do Mar,4.8,16,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Coco Bambu Beira Mar,Restaurante,"Av. Beira Mar, 3698 - Beira Mar, Fortaleza - CE, 60165-121",Restaurante,4.6,18692,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Beira Mar
Amarú Restaurante,Restaurante,"R. Mario Mamede, 932 - Fátima, Fortaleza - CE, 60411-170",Restaurante,4.4,1299,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Fátima
Restaurante Rei do Baião,Restaurante,"Av. Heráclito Graça, 699 - Centro, Fortaleza - CE, 60140-061",Restaurante,4.5,1367,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Centro
Restaurante Renascença,Restaurante,"Rua General Tertuliano Potiguara, 570 - Aldeota, Fortaleza - CE, 60135-280",Restaurante,4.5,282,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Aldeota
Coco Bambu Meireles,Restaurante,"Rua Canuto de Aguiar, 1317 - Meireles, Fortaleza - CE, 60160-120",Restaurante,4.6,10689,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles
Restaurante da Zena,Restaurante,"R. Meton de Alencar, 549 - Centro, Fortaleza - CE, 60035-160",Restaurante,4.5,2004,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro
Cervejaria Turatti,Restaurante,"R. Ana Bilhar, 1178 - Varjota, Fortaleza - CE, 60160-110",Restaurante,4.4,3042,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Varjota
RAIZ Cozinha Brasileira,Restaurante,"Av. Washington Soares, 3300 - Edson Queiroz, Fortaleza - CE, 60810-350",Restaurante,4.4,1185,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Edson Queiroz
Restaurante Ubajara,Restaurante,"R. Pinto Madeira, 600 - Centro, Fortaleza - CE, 60150-000",Restaurante,4.1,267,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Centro
Restaurante La Fiorelli,Restaurante,"Centro, Fortaleza - CE, 60025-100",Restaurante,3.9,30,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Giappone Sushibar,Restaurante,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",Restaurante De Sushi,4.1,33,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu
Vignoli Fortaleza – Virgílio Távora,Restaurante,"Av. Senador Virgílio Távora, 10 - Meireles, Fortaleza - CE, 60822-150",Restaurante,4.5,2527,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Meireles
Ryori Buganvília,Restaurante,"Av. Dom Luís, 1113 - Meireles, Fortaleza - CE, 60160-230",Restaurante,4.5,668,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Ponza Frutos do Mar,Restaurante,"R. Vicente Leite, 520 - Loja 01 - Meireles, Fortaleza - CE, 60170-150",Restaurante Mediterrâneo,3.7,19,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles
RESTAURANTE FINNA MISTURA,Restaurante,"Av. Beira Mar - Meireles, Fortaleza - CE, 60165-121",Restaurante Self-Service,4.2,25,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Mistura Cearense,Restaurante,"R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-010",Restaurante Self-Service,4.4,179,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Balcone,Restaurante,"R. Osvaldo Cruz, 919 - Meireles, Fortaleza - CE, 60125-048",Restaurante,4.6,1602,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Meireles
Restaurante Philó,Restaurante,"Rua Silva Paulet, 958 - Meireles, Fortaleza - CE, 60120-020",Restaurante,4.6,222,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Meireles
Vila Mosquito,Restaurante,"R. Antônio Augusto, 786 - Meireles, Fortaleza - CE, 60110-370",Restaurante,4.5,1120,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Meireles
Restaurante Estação do marisco Fortaleza Ceará,Restaurante,"R. Frederico Borges, 404 - Meireles, Fortaleza - CE, 60175-040",Restaurante De Frutos Do Mar,5.0,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Flor de Sal,Restaurante,"esquina com - Rua Osvaldo Cruz, Av. Beira Mar, n 08 - Meireles, Fortaleza - CE, 60125-150",Restaurante,3.7,688,90.0,90.0,0 days 01:30:00,0 days 01:30:00,Meireles
"Porpino Burger: Hambúrguer, Batata Frita, Hamburgueria Delivery Fortaleza CE",Restaurante,"Av. Senador Virgílio Távora, 597 - Meireles, Fortaleza - CE, 60170-265",Restaurante,4.6,4594,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Fortaleza Grill Restaurante,Restaurante,"R. Pereira Filgueiras, 2111 - Aldeota, Fortaleza - CE, 60160-150",Restaurante,4.4,2294,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Aldeota
Restaurante Maranhão,Restaurante,"R. Rodrigues Júnior, 540 - Centro, Fortaleza - CE, 60060-000",Restaurante,4.2,25,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Cantinho do Frango,Restaurante,"Rua Torres Câmara, 71 - Aldeota, Fortaleza - CE, 60150-060",Restaurante,4.7,5414,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Aldeota
Baltazar Beira Mar - Baltazar Pizza Express - Barraca Baltazar,Restaurante,"Av. Beira Mar, 2661 - Meireles, Fortaleza - CE, 60165-121",Restaurante,4.8,275,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Mistura Nordestina,Restaurante,"R. Gonçalves Lêdo, 23 - Loja 11 - Praia de Iracema, Fortaleza - CE, 60160-220",Restaurante,4.7,45,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Villa Carneiro Bar & Restaurante,Restaurante,"R. Sen. Alencar, 1182 - Centro, Fortaleza - CE, 60030-051",Restaurante,3.9,29,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Centro
Restaurante Pôr do Sol,Restaurante,"Av. Beira Mar, 3678 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante,4.5,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe
Restaurante Boreale,Restaurante,"Av. da Abolição, 3035 - Meireles, Fortaleza - CE, 60165-081",Restaurante,4.1,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Restaurante Delícias do Mar,Restaurante,"R. Frederico Borges, 372 - Meireles, Fortaleza - CE, 60175-040",Restaurante,4.6,165,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Sabores Orgânicos,Restaurante,"R. Monsenhor Bruno, 1300 - Meireles, Fortaleza - CE, 60115-190",Restaurante,4.6,1859,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Meireles
Restaurante Amuarama,Restaurante,"Av. Deputado Oswaldo Studart, 888 - Fátima, Fortaleza - CE, 60411-260",Restaurante,4.2,59,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Fátima
Caravaggio Cucina&Vino,Restaurante,"Rua Professor Dias da Rocha, 199 - Meireles, Fortaleza - CE, 60170-310",Restaurante,4.7,229,210.0,210.0,0 days 03:30:00,0 days 03:30:00,Meireles
Lagar Restaurante,Restaurante,"R. Lauro Maia, 625 - Fátima, Fortaleza - CE, 60055-210",Restaurante,4.4,420,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Fátima
Coco Bambu,Restaurante,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-060",Restaurante,4.8,2234,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz
Cozinha Mágica,Restaurante,"Av. Santos Dumont, 3130 - Aldeota, Fortaleza - CE, 60150-161",Restaurante Self-Service,4.4,89,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Aldeota
Coco Bambu Sul,Restaurante,"R. República da Armênia, 1154 - Parque Manibura, Fortaleza - CE, 60821-760",Restaurante,4.6,12189,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Parque Manibura
Sintra Gourmet,Restaurante,"R. Joaquim Nabuco, 161 - Meireles, Fortaleza - CE, 60125-120",Restaurante Self-Service,4.8,20,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Meireles
Nova Casa,Restaurante,"R. Joaquim Nabuco, 1800 - Aldeota, Fortaleza - CE, 60125-055",Restaurante,4.5,2960,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Aldeota
El Chancho Aldeota,Restaurante,"R. Leonardo Mota, 1477 - Aldeota, Fortaleza - CE, 60170-041",Restaurante,4.6,3872,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Aldeota
Divina Comida,Restaurante,"Rua Torres Câmara, 135 - Aldeota, Fortaleza - CE, 60150-060",Restaurante,4.5,2920,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Aldeota
Vignoli | Silva Jatahy,Restaurante,"Rua Silva Jatahy, 529 - Meireles, Fortaleza - CE, 60165-070",Restaurante,4.5,1717,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Meireles
K-BaB,Restaurante,"Av. Desembargador Moreira, 90 - Meireles, Fortaleza - CE, 60170-000",Restaurante,4.8,702,45.0,90.0,0 days 00:45:00,0 days 01:30:00,Meireles
Restaurante Boa Mistura,Restaurante,"Rua Dom Joaquim, 46 - Centro, Fortaleza - CE, 60110-100",Restaurante,4.5,102,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Restaurante Aconchego do Mar,Restaurante,"Av. Dioguinho, 5810 - Vicente Pinzon, Fortaleza - CE, 60183-706",Restaurante,4.3,37,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Vicente Pinzon
Domino's Pizza,Restaurante,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Restaurante,4.3,242,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu
L'Ô Restaurante,Restaurante,"Av. Pessoa Anta, 217 - Praia de Iracema, Fortaleza - CE, 60060-440",Restaurante,4.7,901,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Restaurante Fogão150,Restaurante,"R. Barão de Aracati, 150 - Meireles, Fortaleza - CE, 60115-080",Restaurante,4.0,231,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Tempero do Mangue,Restaurante,"R. Valdir Bezerra, 100 - Sabiaguaba, Fortaleza - CE, 60835-795",Restaurante,4.4,1771,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Sabiaguaba
La Bella Italia,Restaurante,"Av. Almirante Barroso, 812 - Praia de Iracema, Fortaleza - CE, 60060-440",Restaurante,4.5,1337,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Praia De Iracema
Restaurante Caicó Papicu,Restaurante,"R. Eduardo Sabóia, 228 - Papicu, Fortaleza - CE, 60175-145",Restaurante,4.5,1809,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Papicu
Misaki - Restaurante Japonês Contemporâneo em Fortaleza,Restaurante,"Shopping Jardins Open Mall Avenida Desembargador Moreira, 1011 Aldeota Fortaleza CE 60170-001, Av. Desembargador Moreira, 1011 - Aldeota, Fortaleza - CE, 60160-230",Restauranterestaurante,4.6,736,10.0,90.0,0 days 00:10:00,0 days 01:30:00,Aldeota
Restaurante Self Service - Mosaico Restaurante,Restaurante,"R. Francisco Holanda, 609 - 706 - Dionísio Torres, Fortaleza - CE, 60130-140",Restaurante,4.5,294,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Dionísio Torres
Culinária da Van,Restaurante,"R. Waldery Uchôa, 260 - Benfica, Fortaleza - CE, 60020-110",Restaurante,4.5,3309,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Benfica
Le Marché,Restaurante,"Praça Pelotas, 41 - Centro, Fortaleza - CE, 60110-210",Restaurante Francês,4.5,310,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Novos Boêmios,Restaurante,"R. João Cordeiro, 219 - Meireles, Fortaleza - CE, 60110-355",Restaurante,4.7,527,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Aconchego Bistrô Cearense,Restaurante,"R. Dr. João Moreira, 143 - Centro, Fortaleza - CE, 60030-000",Restaurante,4.5,120,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Centro
Restaurante Mareiro,Restaurante,"Av. Beira Mar, 2380 - Meireles, Fortaleza - CE, 60165-121",Restaurante,4.3,53,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Pasto e Pizzas,Restaurante,"Av. Júlio Abreu, 160 - Varjota, Fortaleza - CE, 60160-240",Restaurante,4.6,704,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Varjota
Frigideira do Jonny Self Service,Restaurante,"R. Joaquim Nabuco, 1900 - Aldeota, Fortaleza - CE, 60125-055",Restaurante,4.6,2259,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Aldeota
"Cinco Sentidos Bistrô: Restaurante, Gastronomia, Drinks, Vinhos em Fortaleza CE",Restaurante,"Rua Professor Dias da Rocha, 579 - Meireles, Fortaleza - CE, 60170-310",Restaurante,4.3,12,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles
Anzio Gastronomia,Restaurante,"Travessa Acaraú, 39 - Meireles, Fortaleza - CE, 60160-180",Restaurante,4.5,517,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Carbone Steakhouse,Restaurante,"Av. Desembargador Moreira, 1300 - Aldeota, Fortaleza - CE, 60191-156",Restaurante,4.6,532,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Aldeota
Colosso Fortaleza,Restaurante,"Av. Hermenegildo Sá Cavalcante, s/n - Edson Queiroz, Fortaleza - CE, 60811-665",Restauranterestaurante,4.5,716,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz
Mangusta Restaurante e Pizzaria,Restaurante,"R. da Assunção, 1195 - José Bonifacio, Fortaleza - CE, 60040-230",Restaurante,4.8,77,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Churrascaria JP Steakhouse Fortaleza,Restaurante,"Av. Beira Mar, 2500 - Loja 9 - Meireles, Fortaleza - CE, 60165-120",Restaurante,4.6,3519,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles
Domino's Pizza,Restaurante,"Av. Treze de Maio, 825 - Fátima, Fortaleza - CE, 60040-531",Restaurante,4.2,764,20.0,60.0,0 days 00:20:00,0 days 01:00:00,Fátima
O Capo,Restaurante,"R. Barão de Aracati, 50 - Praia de Iracema, Fortaleza - CE, 60115-080",Restaurante Italiano,4.2,318,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Conimaki,Restaurante,"Rua Canuto de Aguiar, 1368 - Meireles, Fortaleza - CE, 60160-120",Restaurante,4.2,619,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Restaurante Amaral (o goiano),Restaurante,"Av. César Cals, 953 - Vicente Pinzon, Fortaleza - CE, 60182-035",Restaurante,4.1,53,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Vicente Pinzon
Zoá Gastrobar,Restaurante,"R. Visc. de Mauá, 2217 - Dionísio Torres, Fortaleza - CE, 60125-161",Restaurante,4.7,53,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Dionísio Torres
Pepe nero Bistrô,Restaurante,"Av. Pres. Castelo Branco, 158 - Centro, Fortaleza - CE",Restaurante,4.4,366,45.0,150.0,0 days 00:45:00,0 days 02:30:00,Centro
Mar de Lima,Restaurante,"Rua Frei Mansueto, 1130 - Varjota, Fortaleza - CE, 60175-070",Restaurante,4.8,39,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Varjota
Restaurante Fiorentina,Restaurante,"R. Osvaldo Cruz, 8 - Praia de Iracema, Fortaleza - CE, 60125-150",Restaurante,4.0,65,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Barraca da Boa,Restaurante,"Av. Beira Mar, 2571 - Meireles, Fortaleza - CE, 60165-121",Restaurante,4.2,7976,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Restaurante Sesc João Cordeiro,Restaurante,"R. João Cordeiro, 933 - Aldeota, Fortaleza - CE, 60110-301",Restaurante,4.8,144,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Aldeota
Restaurante Fortaleza,Restaurante,"R. Clodoaldo Arruda, 250 - Cambeba, Fortaleza - CE, 60822-375",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cambeba
Bruta Flor,Restaurante,"R. Antônio Augusto, 806 - Meireles, Fortaleza - CE, 60110-370",Restaurante,4.6,137,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles
Restaurante da Boró - Comida Caseira,Restaurante,"R. dos Aprendizes Marinheiros, 300 - Moura Brasil, Fortaleza - CE, 60015-220",Restaurante De Comida Caseira,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Moura Brasil
Barraca Terra do Sol,Restaurante,"Av. Clóvis Arrais Maia, 5295 - Praia do Futuro II, Fortaleza - CE, 60182-026",Restaurante,4.5,6280,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia Do Futuro Ii
Restaurante Frederico,Restaurante,"Rua Dr. José Lourenço, 504 - Meireles, Fortaleza - CE, 60115-280",Restaurante,4.4,1166,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Cantina Primu's,Restaurante,"R. Guilherme Rocha, 52 - Centro, Fortaleza - CE, 60030-140",Restaurante,4.1,164,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Chale Suíça Carnes e Fondue,Restaurante,"R. Pereira Filgueiras, 1645 - Aldeota, Fortaleza - CE, 60160-150",Restaurante,4.3,127,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Nem Restaurante,Restaurante,"Centro, Fortaleza - CE, 60035-130",Restaurante,4.7,43,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Lagostinne Fortaleza,Restaurante,"Rua Frei Mansueto, 1225 - Varjota, Fortaleza - CE, 60175-157",Restaurante Japonês,4.4,181,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Varjota
Restaurante Le Pritaf,Restaurante,"Av. Alberto Nepomuceno, 199 - Centro, Fortaleza - CE, 60055-000",Restaurante,1.6,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Restaurante Fanfan,Restaurante,"R. Meton de Alencar, 522 - Centro, Fortaleza - CE, 60030-160",Restaurante,4.6,78,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro
Nhamy Nhamy Mercado Saudável,Restaurante,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,4.9,19,20.0,90.0,0 days 00:20:00,0 days 01:30:00,Cambeba
De Babo Restaurante,Restaurante,"Rua do Rosário, 86 - Centro, Fortaleza - CE, 60135-050",Restaurante,4.6,171,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Costa | Bar e Restaurante,Restaurante,"R. Costa Barros, 1199 - Aldeota, Fortaleza - CE, 60160-190",Restaurante,4.5,247,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Aldeota
Restaurante Compasso Gourmet,Restaurante,"R. Pedro 1, 349 - Centro, Fortaleza - CE, 60035-100",Restaurante,4.5,356,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Churrascaria Picui Prime Cidade 2000,Restaurante,"R. Andrade Furtado, 2520 - Cidade 2000, Fortaleza - CE, 60191-345",Restaurante,4.5,1327,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
VILLELÔ,Restaurante,"Av. da Abolição, 2324 - Meireles, Fortaleza - CE, 60165-080",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Comes e Bebes Restaurante,Restaurante,"R. Barão do Rio Branco, 783 - Centro, Fortaleza - CE, 60025-060",Restaurante Self-Service,4.4,138,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Centro
Zé Tropeiro - Culinária Mineira,Restaurante,"Rua Isac Meyer, 211 - Meireles, Fortaleza - CE, 60160-200",Restaurante,4.5,440,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Meireles
Aki Asian Kitchen,Restaurante,"R. Leonardo Mota, 753 - Meireles, Fortaleza - CE, 60170-040",Restaurante Asiático,4.5,386,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Meireles
Varanda Tropical,Restaurante,"Av. Monsenhor Tabosa, 714 - Praia de Iracema, Fortaleza - CE, 60165-010",Restaurante,4.2,1171,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Restaurante O Brazão,Restaurante,"R. João Cordeiro, 43 - Praia de Iracema, Fortaleza - CE, 60110-300",Restaurante,4.4,2972,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
Grelha Sul Restaurante,Restaurante,"Av. Borges de Melo, 1643 - Parreão, Fortaleza - CE, 60410-335",Restaurante Fast-Food,4.4,74,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parreão
Ossobuco Self-Service Restaurante e Lanches,Restaurante,"Av. Treze de Maio, 1200 - Sala 1701 - Fátima, Fortaleza - CE, 60040-530",Restaurante,4.5,1139,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Fátima
Churrascaria Nativas Grill Fortaleza,Restaurante,"Av. Dom Luís, 1219 - Meireles, Fortaleza - CE, 60160-230",Restaurante,4.5,3043,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles
Kina do Feijão Verde - Aldeota,Restaurante,"Rua João Cordeiro, R. Pero Coelho, 1697 - Aldeota, Fortaleza - CE, 60110-301",Restaurante,4.6,6925,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Aldeota
Sabará Restaurante,Restaurante,"R. Floriano Peixoto, nº814 - Centro, Fortaleza - CE, 60025-130",Restaurante,4.5,113,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Le Lis Café e Restaurante.,Restaurante,"R. Barão de Aracati, 145 - Meireles, Fortaleza - CE, 60115-080",Restaurante,2.3,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Inhamuns Restaurante,Restaurante,"R. Ildefonso Albano, 1261 - Aldeota, Fortaleza - CE, 60115-000",Restaurante Self-Service,4.7,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
La Marine,Restaurante,"Av. Pres. Castelo Branco, 400 - Moura Brasil, Fortaleza - CE, 60312-060",Restaurante,4.6,92,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Moura Brasil
Restaurante Kilo & Kilo,Restaurante,"Rua do Rosário, 120 - Centro, Fortaleza - CE, 60055-090",Restaurante Self-Service,4.0,33,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Bom Pasto,Restaurante,"R. Rocha Lima, 166 - Centro, Fortaleza - CE, 60135-000",Restaurante Self-Service,4.4,128,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
PaellaDonpepe,Restaurante,"R. Ildefonso Albano, 603 - Meireles, Fortaleza - CE, 60115-000",Restaurante Espanhol,4.5,107,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Aipos Restaurante,Restaurante,"Rua Solon Pinheiro, 464 - Centro, Fortaleza - CE, 60050-040",Restaurante,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Casa do Alfajor,Restaurante,"R. Dragão do Mar, 10 - Centro, Fortaleza - CE, 60060-390",Restaurante,4.3,12,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Ryori,Restaurante,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341",Restaurante Japonês,4.7,366,15.0,60.0,0 days 00:15:00,0 days 01:00:00,Edson Queiroz
Restaurante Cinco Estrelas,Restaurante,"Mercado São Sebastião - R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60010-690",Restaurante,4.3,51,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Restaurante e Lanchonete Cartaxo,Restaurante,"Rua Bárbara de Alencar, 940 - Centro, Fortaleza - CE, 60140-025",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Floresta Bar,Restaurante,"Av. Santos Dumont, 1788 - Aldeota, Fortaleza - CE, 60150-160",Restaurante,4.6,11702,210.0,210.0,0 days 03:30:00,0 days 03:30:00,Aldeota
Iracema's Grill,Restaurante,"R. Xavier de Castro, 72 - Praia de Iracema, Fortaleza - CE, 60060-660",Restaurante,4.1,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema
RESTAURANTE BRITTO'S,Restaurante,"R. São Paulo, 425 - Centro, Fortaleza - CE, 60030-100",Restaurante,4.3,136,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Camarão To Go,Restaurante,"R. Barão de Aracati, 1473 A - Aldeota, Fortaleza - CE, 60115-081",Restaurante De Frutos Do Mar,4.4,135,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Caravelle,Restaurante,"Av. Luciano Carneiro, 1936 - Vila União, Fortaleza - CE, 60410-691",Restaurante,4.3,1384,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Vila União
