,NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO,LATITUDE,LONGITUDE
787,Churrascaria Nativas Grill Fortaleza,Restaurante,"Av. Dom Luís, 1219 - Meireles, Fortaleza - CE, 60160-230",Restaurante,4.5,3043,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles,-3.735358982224,-38.490430032131
788,Kina do Feijão Verde - Aldeota,Restaurante,"Rua João Cordeiro, R. Pero Coelho, 1697 - Aldeota, Fortaleza - CE, 60110-301",Restaurante,4.6,6925,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Aldeota,-3.732054733997,-38.515138780202
789,Sabará Restaurante,Restaurante,"R. Floriano Peixoto, nº814 - Centro, Fortaleza - CE, 60025-130",Restaurante,4.5,113,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729425013871,-38.527701002791
790,Le Lis Café e Restaurante.,Restaurante,"R. Barão de Aracati, 145 - Meireles, Fortaleza - CE, 60115-080",Restaurante,2.3,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.722809596886,-38.508654688515
791,Inhamuns Restaurante,Restaurante,"R. Ildefonso Albano, 1261 - Aldeota, Fortaleza - CE, 60115-000",Restaurante Self-Service,4.7,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.732123986693,-38.512778030016
792,La Marine,Restaurante,"Av. Pres. Castelo Branco, 400 - Moura Brasil, Fortaleza - CE, 60312-060",Restaurante,4.6,92,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Moura Brasil,-3.719546018969,-38.531133978875
793,Restaurante Kilo & Kilo,Restaurante,"Rua do Rosário, 120 - Centro, Fortaleza - CE, 60055-090",Restaurante Self-Service,4.0,33,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.728388557383,-38.526278357519
794,Bom Pasto,Restaurante,"R. Rocha Lima, 166 - Centro, Fortaleza - CE, 60135-000",Restaurante Self-Service,4.4,128,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.73632197908,-38.522571026591
795,PaellaDonpepe,Restaurante,"R. Ildefonso Albano, 603 - Meireles, Fortaleza - CE, 60115-000",Restaurante Espanhol,4.5,107,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.726223001129,-38.510916996054
796,Aipos Restaurante,Restaurante,"Rua Solon Pinheiro, 464 - Centro, Fortaleza - CE, 60050-040",Restaurante,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.734460987027,-38.527610981151
797,Casa do Alfajor,Restaurante,"R. Dragão do Mar, 10 - Centro, Fortaleza - CE, 60060-390",Restaurante,4.3,12,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.721902004314,-38.520911996495
798,Ryori,Restaurante,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341",Restaurante Japonês,4.7,366,15.0,60.0,0 days 00:15:00,0 days 01:00:00,Edson Queiroz,-3.757360011226,-38.489447002527
799,Restaurante Cinco Estrelas,Restaurante,"Mercado São Sebastião - R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60010-690",Restaurante,4.3,51,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729827832471,-38.539351298696
800,Restaurante e Lanchonete Cartaxo,Restaurante,"Rua Bárbara de Alencar, 940 - Centro, Fortaleza - CE, 60140-025",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.737047857864,-38.517204784554
801,Floresta Bar,Restaurante,"Av. Santos Dumont, 1788 - Aldeota, Fortaleza - CE, 60150-160",Restaurante,4.6,11702,210.0,210.0,0 days 03:30:00,0 days 03:30:00,Aldeota,-3.733196996028,-38.507989029637
802,Iracema's Grill,Restaurante,"R. Xavier de Castro, 72 - Praia de Iracema, Fortaleza - CE, 60060-660",Restaurante,4.1,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.721703981851,-38.512495978974
803,RESTAURANTE BRITTO'S,Restaurante,"R. São Paulo, 425 - Centro, Fortaleza - CE, 60030-100",Restaurante,4.3,136,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.725337997882,-38.52960998124
804,Camarão To Go,Restaurante,"R. Barão de Aracati, 1473 A - Aldeota, Fortaleza - CE, 60115-081",Restaurante De Frutos Do Mar,4.4,135,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.734529006171,-38.512515005894
805,Caravelle,Restaurante,"Av. Luciano Carneiro, 1936 - Vila União, Fortaleza - CE, 60410-691",Restaurante,4.3,1384,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Vila União,-3.765114275147,-38.53686355695
806,Restaurante,Restaurante,"Avenida Imperador, 880 - Centro, Fortaleza - CE, 60015-050",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729535041665,-38.535240686964
807,Hanna's Restaurante | Self Service | Centro,Restaurante,"R. Major Facundo, 736 - Centro, Fortaleza - CE, 60025-100",Restaurante,4.4,1332,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro,-3.729469982781,-38.528402987182
808,Picanha do Lessa,Restaurante,"R. Meton de Alencar, 199 - Centro, Fortaleza - CE, 60035-160",Restaurante,4.2,471,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Centro,-3.735191008884,-38.525968966319
809,Pier 95 Bar e Restaurante.,Restaurante,"R. dos Pacajús, 95 - Praia de Iracema, Fortaleza - CE, 60060-520",Restaurante,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.719431983176,-38.513656034374
810,Espaço Máxima Buffet \Restaurante,Restaurante,"R. Carolina Sucupira, 939 - Aldeota, Fortaleza - CE, 60140-120",Restaurante,4.2,163,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.742512014575,-38.495840969726
811,Restaurante e lanchonete barraca da amada,Restaurante,"Shooping Floriano - R. Floriano Peixoto, 176 - Centro, Fortaleza - CE, 60025-130",Restaurante,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.7241204,-38.5261792
812,Churrascaria Gheller,Restaurante,"Av. Monsenhor Tabosa, 825 - Praia de Iracema, Fortaleza - CE, 60165-011",Restaurante,4.2,6678,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.723881405736,-38.51345819783
813,"Orla Praia Club: Restaurante, Barraca de Praia, Drinks, Happy Hour, Fortaleza CE",Restaurante,"Av. Clóvis Arrais Maia, 3005 - Praia do Futuro, Fortaleza - CE, 60183-694",Restaurante,4.1,114,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia Do Futuro,-3.732598079437,-38.456876805883
814,Estaleiro do Gaúcho,Restaurante,"Av. Beira Mar, 4436 - Loja 7 e 8 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante,4.1,579,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe,-3.722521007863,-38.481483021044
815,Dom Tiziano,Restaurante,"R. Floriano Peixoto, 799 - Centro, Fortaleza - CE, 60025-131",Restaurante Self-Service,4.4,155,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.729418014982,-38.527864030808
816,Comida Porreta,Restaurante,"Av. Almirante Barroso, 668 - Praia de Iracema, Fortaleza - CE, 60060-440",Restaurante Self-Service,4.2,40,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.72010361527,-38.513894834963
817,AQuitanda,Restaurante,"R. Waldery Uchôa, 230 - Benfica, Fortaleza - CE, 60020-110",Restaurante,4.6,523,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Benfica,-3.743921012498,-38.538881036704
818,Donastela Massas e Recheios,Restaurante,"R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100",Restaurante Italiano,3.7,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730799841498,-38.528837340988
819,Mabel Restaurante,Restaurante,"BR-116, 5271 - Alto da Balança, Fortaleza - CE, 60823-105",Restaurante,4.7,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Alto Da Balança,-3.765011394967,-38.518247528385
820,"Seu Conrado Monte Castelo: Restaurante, Cozinha Brasileira, Boteco em Fortaleza CE",Restaurante,"R. Conrado Cabral, 711 - Monte Castelo, Fortaleza - CE, 60325-440",Restaurante,4.7,1367,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Monte Castelo,-3.731433036323,-38.549767699498
821,Del Plata Pastas,Restaurante,"Rua Santa Maria, 2 - José Bonifacio, Fortaleza - CE, 60025-110",Restaurante,4.9,128,90.0,90.0,0 days 01:30:00,0 days 01:30:00,José Bonifacio,-3.73929897963,-38.531262976365
822,Tropical Restaurante,Restaurante,"R. da Assunção, 16 - Centro, Fortaleza - CE, 60050-010",Restaurante,4.4,91,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro,-3.730318985754,-38.527188030317
823,Bom Prato,Restaurante,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",Restaurante,4.3,412,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.727703999601,-38.526931963175
824,Carneiro do Ordones,Restaurante,"R. Azevedo Bolão, 571 - Parquelândia, Fortaleza - CE, 60450-675",Restaurante,4.6,26480,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Parquelândia,-3.735746089778,-38.553070361387
825,Arcos Comidas e Bebidas,Restaurante,"R. Padre Mororó, 2342 - Farias Brito, Fortaleza - CE, 60015-221",Restaurante,4.4,708,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Farias Brito,-3.737007995945,-38.540922030127
826,Cantina Primu's Self-Service,Restaurante,"R. Barão do Rio Branco, 1469 - Centro, Fortaleza - CE, 60025-060",Restaurante,4.4,219,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.731147997887,-38.529821959571
827,Garfo Self-service,Restaurante,"R. Major Facundo, 259 - Centro, Fortaleza - CE, 60025-100",Restaurante,4.6,518,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro,-3.72528799983,-38.527185012832
828,Ceará Food,Restaurante,"R. Gonçalves Lêdo, 1541 - Loja 2 - Centro, Fortaleza - CE, 60110-261",Restaurante De Comida Caseira,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.736835808662,-38.51796827645
829,Mandir.amor Restaurante Vegano,Restaurante,"Rua Padre Francisco Pinto, 257 - Benfica, Fortaleza - CE, 60020-290",Restaurante,4.8,1904,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Benfica,-3.744034000553,-38.539500040253
830,Hokkaido,Restaurante,"Rua Torres Câmara, 425 - Meireles, Fortaleza - CE, 60150-060",Restaurante,4.3,1390,45.0,90.0,0 days 00:45:00,0 days 01:30:00,Meireles,-3.735453991096,-38.507372959753
831,Barraca marisol,Restaurante,"Av. Rui Barbosa, 50 - Meireles, Fortaleza - CE, 60165-050",Restaurante,4.3,99,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Meireles,-3.726838310217,-38.50646377351
832,Rio Restaurante De Praia,Restaurante,"R. Dr. Bernardo Feitosa, 510 - Edson Queiroz, Fortaleza - CE, 60835-775",Restaurante,4.3,67,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz,-3.777915820489,-38.434487575204
833,Johnny Rockets,Restaurante,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341",Restaurante,4.5,2514,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Edson Queiroz,-3.757360011226,-38.489447002527
834,Mar de Rosas,Restaurante,"R. dos Tabajaras, 542 - Praia de Iracema, Fortaleza - CE, 60060-510",Restaurante,4.7,774,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Praia De Iracema,-3.719495015088,-38.514929999837
835,Domino's Pizza,Restaurante,"Av. Coronel Miguel Dias, 1149 - Guararapes, Fortaleza - CE, 60810-160",Restaurante,4.0,129,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Guararapes,-3.766981905986,-38.48729538497
836,Empório Divino Restaurante,Restaurante,"R. Alberto Magno, 100 - Montese, Fortaleza - CE, 60416-135",Restaurante,4.5,634,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Montese,-3.756151005512,-38.542367992244
837,Restaurante Sal & Açúcar,Restaurante,"R. Olavo Bilac, 125 - Álvaro Weyne, Fortaleza - CE, 60320-000",Restaurante,4.3,77,20.0,60.0,0 days 00:20:00,0 days 01:00:00,Álvaro Weyne,-3.722664003131,-38.566477027985
838,Restaurante Kitanda,Restaurante,"Av. Tristão Gonçalves, 823 - Centro, Fortaleza - CE, 60015-000",Restaurante,4.4,80,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.728966020853,-38.533790036353
839,Arupemba Restaurante,Restaurante,"R. dos Tabajaras, 325 - Praia de Iracema, Fortaleza - CE, 60060-510",Restaurante,4.9,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.719184004571,-38.516959007139
840,Boali,Restaurante,"Av. Washington Soares, 85 - Loja 728 - Edson Queiroz, Fortaleza - CE, 60811-341",Restaurante,4.2,29,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz,-3.757360011226,-38.489447002527
841,"Carneiro do Ordones Jovita: Churrasco, Pratos Executivos, Cerveja, Restaurante, Delivery Fortaleza CE",Restaurante,"Av. Jovita Feitosa, 289 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,4.5,254,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Parquelândia,-3.737882982817,-38.546173963019
842,Kina Restaurante,Restaurante,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-350",Restaurante,4.1,25,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz,-3.757360011226,-38.489447002527
843,Delicias grill,Restaurante,"Rua Coronel Linhares, 887 - Meireles, Fortaleza - CE, 60170-240",Restaurante,4.5,11,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Meireles,-3.736139002133,-38.494084961011
844,Irmão Restaurante,Restaurante,"Av. Almirante Barroso, 911 - Praia de Iracema, Fortaleza - CE, 60060-440",Restaurante,4.3,25,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.720265018623,-38.514916002059
845,Delícias Grill - José Bonifacio,Restaurante,"R. Eusébio de Souza, 1410 - José Bonifacio, Fortaleza - CE, 60050-110",Restaurante,4.5,497,30.0,30.0,0 days 00:30:00,0 days 00:30:00,José Bonifacio,-3.748558007064,-38.529157023192
846,Delicie Do Casal 20,Restaurante,"Av. Beira Mar - Meireles, Fortaleza - CE, 60165-120",Restaurante De Comida Caseira,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.724728094175,-38.50056764747
847,China Gourmet,Restaurante,"R. Rodrigues Júnior, 1063 - Centro, Fortaleza - CE, 60110-001",Restaurante,4.2,568,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.733668664394,-38.521543897435
848,Fortaleza,Restaurante,"Shopping Iguatemi - Edson Queiroz, Fortaleza - CE, 60810-350",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz,-3.78343569291,-38.480955715515
849,Restaurante,Restaurante,"R. Antônio Pompeu, 1710 - Centro, Fortaleza - CE, 60040-000",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.732268993618,-38.538764025336
850,Centro Cultural Annapurna,Restaurante,"R. Paracuru, 34 - Centro, Fortaleza - CE, 60055-161",Restaurante,4.7,266,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Centro,-3.731107010381,-38.524325023649
851,Panelada Vip Restaurante,Restaurante,"R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60035-131",Mercado De Produtos Agrícolas,4.5,24,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729827832471,-38.539351298696
852,Abaeté Boteco,Restaurante,"R. Barão de Aracati, 2899 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082",Restaurante,4.6,746,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.746824000844,-38.516435976381
853,Bar & Restaurante,Restaurante,"Rua Capitão Gustavo - SÃO JOÃO, Fortaleza - CE, 60120-340",Bar,3.4,23,0.0,0.0,0 days 00:00:00,0 days 00:00:00,São João,-3.759568511124,-38.515852613469
854,Fortaleza,Restaurante,"Vila Bachá, 15 - Meireles, Fortaleza - CE, 60160-050",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.726955998562,-38.512681973406
855,Maria Clara Self Service,Restaurante,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",Restaurante,4.6,70,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro,-3.727703999601,-38.526931963175
856,Cora,Restaurante,"Rua Padre Luís Figueira, 252 - Aldeota, Fortaleza - CE, 60150-120",Restaurante,4.7,709,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Aldeota,-3.732268993618,-38.514825980419
857,Choppicanha | Restaurante,Restaurante,"Av. Jovita Feitosa, 191 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,4.4,2502,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parquelândia,-3.740375590745,-38.559236354087
858,Papudim Bar e Restaurante,Restaurante,"Praça Pelotas, 38 - Centro, Fortaleza - CE, 60110-210",Bar,4.5,157,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726861995518,-38.51552100783
859,Restaurante Reginaldo grill,Restaurante,"R. Raimundo Arruda, 516 - Parque Araxá, Fortaleza - CE, 60450-500",Restaurante,4.4,1192,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parque Araxá,-3.737983984751,-38.551209978085
860,Erma Restaurantes e Lanchonetes,Restaurante,"Av. Visconde do Rio Branco, 3066 - Loja 13 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60055-364",Restaurante Self-Service,3.5,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.748169002937,-38.521511973125
861,"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",Restaurante,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",Restaurante,4.6,609,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Aldeota,-3.730310017117,-38.511139032669
862,Porquilo Self-Service,Restaurante,"R. Barão do Rio Branco, 1221 - Centro, Fortaleza - CE, 60025-061",Restaurante,4.6,1101,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro,-3.729144060135,-38.529068237262
863,Flores RestôBar,Restaurante,"R. Xavier de Castro, 68 - Praia de Iracema, Fortaleza - CE, 60060-660",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.721457009074,-38.512453985639
864,Sushi Festas Fortaleza,Restaurante,"R. Sen. Pompeu - José Bonifacio, Fortaleza - CE, 60025-002",Restaurante Asiático,2.6,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.738440063124,-38.533112950507
865,Restaurante Caicó Benfica,Restaurante,"R. Paulino Nogueira, 41 - Benfica, Fortaleza - CE, 60020-270",Restaurante,4.2,1841,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.744171002761,-38.537617967714
866,Fortaleza,Restaurante,"Farias Brito, Fortaleza - CE, 60010-730",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Farias Brito,-3.72933,-38.5433
867,Point da Tapioca,Restaurante,"Av. Duque de Caxias, 101 - Bloco B - Centro, Fortaleza - CE, 60035-111",Restaurante Fast-Food,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.733246994081,-38.525625978841
868,Fone Pizza Restaurante,Restaurante,"Av. Jovita Feitosa, 1152 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,4.6,1749,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parquelândia,-3.739363017371,-38.554339026359
869,Restaurante,Restaurante,"R. Pereira Valente - Meireles, Fortaleza - CE, 60160-250",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.733045272455,-38.494629401133
870,"No Alvo Futebol Society, Paintball, Racha, Restaurante Fortaleza",Restaurante,"Av. Comodoro Estácio Brigido, 2263 - Luciano Cavalcante, Fortaleza - CE, 60813-670",Campo De Futebol,4.4,1205,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Luciano Cavalcante,-3.777054761835,-38.487121975907
871,Restaurante Mangostin,Restaurante,"Av. Beira Mar, 3980 - Loja 1 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante Asiático,4.4,62,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe,-3.723308990581,-38.485389993752
872,Restaurante Lá Na Roça,Restaurante,"Rua Capitão Antônio de Aguiar, 41 - Aldeota, Fortaleza - CE, 60115-250",Restaurante,4.8,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.734698991168,-38.512019970693
873,Restaurante Comida Cazeira,Restaurante,"Av. Pintor Antônio Bandeira, 97 - Cais do Porto, Fortaleza - CE, 60180-476",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto,-3.71786301663,-38.467107973279
874,Itaparika,Restaurante,"Centro, Fortaleza - CE, 60050-080",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.73448,-38.5271
875,Restaurante,Restaurante,"Av. Beira Mar, 2340 - Meireles, Fortaleza - CE, 60165-121",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.725178993179,-38.499126005219
876,Domino's Pizza - Praia de Iracema,Restaurante,"Av. Monsenhor Tabosa, 1101 - Meireles, Fortaleza - CE, 60165-065",Restaurante,4.3,78,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Meireles,-3.724278986326,-38.509489977038
877,Proeiro Restaurante,Restaurante,"R. Barão de Aracati, 2706 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082",Restaurante,4.8,37,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.745183997669,-38.516009002233
878,Restaurante Barãozinho,Restaurante,"R. Barão do Rio Branco, 1469 - José Bonifacio, Fortaleza - CE, 60025-061",Restaurante Brasileiro,3.5,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.731147997887,-38.529821959571
879,Restaurante O Assis,Restaurante,"R. Rufino de Alencar, 272 - Centro, Fortaleza - CE, 60060-145",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.724378182178,-38.523093756326
880,Juliana's Restaurante,Restaurante,"R. Sena Madureira, 914 - Centro, Fortaleza - CE, 60055-080",Restaurante Self-Service,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.72771616289,-38.525718524982
881,Restaurante almoço,Restaurante,"Rua Perboyre e Silva, 130 - Centro, Fortaleza - CE, 60030-200",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728448019237,-38.527410988942
882,Bar e Restaurante Euguimas,Restaurante,"R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-011",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.731175993444,-38.527510985046
883,Restaurante Águas Bellas,Restaurante,"Centro, Fortaleza - CE, 60060-090",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.72606,-38.5217
884,Mjs bisqui,Restaurante,"Centro, Fortaleza - CE, 60050-040",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.73448,-38.5271
885,Francilene sousa,Restaurante,"Centro, Fortaleza - CE, 60050-040",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.73448,-38.5271
886,Indie Bistrô & Arte,Restaurante,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",Restaurante,4.5,110,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.74638198118,-38.51610103553
887,Restaurante,Restaurante,"R. Ímpar, 118 - Álvaro Weyne, Fortaleza - CE, 60335-540",Restaurante Sérvio,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Álvaro Weyne,-3.716989184061,-38.568370665925
888,Padaria Romana (Centro),Restaurante,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",Restaurante,4.2,865,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro,-3.733000985222,-38.525689010753
