NOME,PONTUACAO,LOCAL,ESTABELECIMENTO,ESTABELECIMENTO,NUM_COMENTARIO,TEMPO_MIN,TEMPO_MAX
Restaurante da Boró - Comida Caseira,5.0,"R. dos Aprendizes Marinheiros, 300 - Moura Brasil, Fortaleza - CE, 60015-220",Restaurante de comida caseira,restaurante,2,0.0,0.0
Barraca Terra do Sol,4.5,"Av. Clóvis Arrais Maia, 5295 - Praia do Futuro II, Fortaleza - CE, 60182-026",$$,restaurante,6.280,0.0,0.0
Restaurante Frederico,4.4,"Rua Dr. José Lourenço, 504 - Meireles, Fortaleza - CE, 60115-280",$$,restaurante,1.166,0.0,0.0
Cantina Primu's,4.1,"R. Guilherme Rocha, 52 - Centro, Fortaleza - CE, 60030-140",$,restaurante,164,0.0,0.0
Chale Suíça Carnes e Fondue,4.3,"R. Pereira Filgueiras, 1645 - Aldeota, Fortaleza - CE, 60160-150",$$$,restaurante,127,0.0,0.0
Nem Restaurante,4.7,"Centro, Fortaleza - CE, 60035-130",Restaurante,restaurante,43,0.0,0.0
Lagostinne Fortaleza,4.4,"Rua Frei Mansueto, 1225 - Varjota, Fortaleza - CE, 60175-157",Restaurante japonês,restaurante,181,0.0,0.0
Restaurante Le Pritaf,1.6,"Av. Alberto Nepomuceno, 199 - Centro, Fortaleza - CE, 60055-000",Restaurante,restaurante,10,0.0,0.0
Restaurante Fanfan,4.6,"R. Meton de Alencar, 522 - Centro, Fortaleza - CE, 60030-160",Restaurante,restaurante,78,25.0,25.0
Restaurante Mariano da Picanha,4.0,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",$$,restaurante,1.231,0.0,0.0
Nhamy Nhamy Mercado Saudável,4.9,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,restaurante,19,20.0,20.0
De Babo Restaurante,4.6,"Rua do Rosário, 86 - Centro, Fortaleza - CE, 60135-050",Restaurante,restaurante,171,0.0,0.0
Costa | Bar e Restaurante,4.5,"R. Costa Barros, 1199 - Aldeota, Fortaleza - CE, 60160-190",$,restaurante,247,25.0,25.0
Restaurante Compasso Gourmet,4.5,"R. Pedro 1, 349 - Centro, Fortaleza - CE, 60035-100",$$,restaurante,356,30.0,30.0
Churrascaria Picui Prime Cidade 2000,4.5,"R. Andrade Furtado, 2520 - Cidade 2000, Fortaleza - CE, 60191-345",$$,restaurante,1.327,0.0,0.0
VILLELÔ,0.0,"Av. da Abolição, 2324 - Meireles, Fortaleza - CE, 60165-080",,restaurante,0,0.0,0.0
Comes e Bebes Restaurante,4.4,"R. Barão do Rio Branco, 783 - Centro, Fortaleza - CE, 60025-060",Restaurante self-service,restaurante,138,25.0,25.0
Zé Tropeiro - Culinária Mineira,4.5,"Rua Isac Meyer, 211 - Meireles, Fortaleza - CE, 60160-200",$$,restaurante,440,0.0,0.0
Zé Tropeiro - Culinária Mineira,4.5,"Rua Isac Meyer, 211 - Meireles, Fortaleza - CE, 60160-200",$$,restaurante,440,0.0,0.0
Aki Asian Kitchen,4.5,"R. Leonardo Mota, 753 - Meireles, Fortaleza - CE, 60170-040",Restaurante asiático,restaurante,386,0.0,0.0
Varanda Tropical,4.2,"Av. Monsenhor Tabosa, 714 - Praia de Iracema, Fortaleza - CE, 60165-010",$$,restaurante,1.171,0.0,0.0
Restaurante O Brazão,4.4,"R. João Cordeiro, 43 - Praia de Iracema, Fortaleza - CE, 60110-300",$$,restaurante,2.972,0.0,0.0
Grelha Sul Restaurante,4.4,"Av. Borges de Melo, 1643 - Parreão, Fortaleza - CE, 60410-335",Restaurante fast-food,restaurante,74,0.0,0.0
Ossobuco Self-Service Restaurante e Lanches,4.5,"Av. Treze de Maio, 1200 - Sala 1701 - Fátima, Fortaleza - CE, 60040-530",$$,restaurante,1.139,30.0,30.0
Churrascaria Nativas Grill Fortaleza,4.5,"Av. Dom Luís, 1219 - Meireles, Fortaleza - CE, 60160-230",$$,restaurante,3.043,0.0,0.0
Kina do Feijão Verde - Aldeota,4.6,"Rua João Cordeiro, R. Pero Coelho, 1697 - Aldeota, Fortaleza - CE, 60110-301",$$,restaurante,6.925,0.0,0.0
Sabará Restaurante,4.5,"R. Floriano Peixoto, nº814 - Centro, Fortaleza - CE, 60025-130",$,restaurante,113,0.0,0.0
Le Lis Café e Restaurante.,2.3,"R. Barão de Aracati, 145 - Meireles, Fortaleza - CE, 60115-080",Restaurante,restaurante,6,0.0,0.0
Inhamuns Restaurante,4.7,"R. Ildefonso Albano, 1261 - Aldeota, Fortaleza - CE, 60115-000",Restaurante self-service,restaurante,20,0.0,0.0
La Marine,4.6,"Av. Pres. Castelo Branco, 400 - Moura Brasil, Fortaleza - CE, 60312-060",Restaurante,restaurante,92,0.0,0.0
Restaurante Kilo & Kilo,4.0,"Rua do Rosário, 120 - Centro, Fortaleza - CE, 60055-090",Restaurante self-service,restaurante,33,30.0,30.0
Restaurante Mariano da Picanha,4.0,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",$$,restaurante,1.231,0.0,0.0
Baltazar Beira Mar - Baltazar Pizza Express - Barraca Baltazar,4.8,"Av. Beira Mar, 2661 - Meireles, Fortaleza - CE, 60165-121",Restaurante,restaurante,275,0.0,0.0
Bom Pasto,4.4,"R. Rocha Lima, 166 - Centro, Fortaleza - CE, 60135-000",Restaurante self-service,restaurante,128,30.0,30.0
PaellaDonpepe,4.5,"R. Ildefonso Albano, 603 - Meireles, Fortaleza - CE, 60115-000",Restaurante espanhol,restaurante,107,0.0,0.0
Aipos Restaurante,5.0,"Rua Solon Pinheiro, 464 - Centro, Fortaleza - CE, 60050-040",Restaurante,restaurante,3,0.0,0.0
Casa do Alfajor,4.3,"R. Dragão do Mar, 10 - Centro, Fortaleza - CE, 60060-390",Restaurante,restaurante,12,0.0,0.0
Ryori,4.7,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341",Restaurante japonês,restaurante,366,15.0,15.0
Restaurante Cinco Estrelas,4.3,"Mercado São Sebastião - R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60010-690",Restaurante,restaurante,51,0.0,0.0
Restaurante e Lanchonete Cartaxo,0.0,"Rua Bárbara de Alencar, 940 - Centro, Fortaleza - CE, 60140-025",,restaurante,0,0.0,0.0
Floresta Bar,4.6,"Av. Santos Dumont, 1788 - Aldeota, Fortaleza - CE, 60150-160",$$,restaurante,11.702,0.0,0.0
Iracema's Grill,4.1,"R. Xavier de Castro, 72 - Praia de Iracema, Fortaleza - CE, 60060-660",Restaurante,restaurante,15,0.0,0.0
RESTAURANTE BRITTO'S,4.3,"R. São Paulo, 425 - Centro, Fortaleza - CE, 60030-100",$,restaurante,136,30.0,30.0
Camarão To Go,4.4,"R. Barão de Aracati, 1473 A - Aldeota, Fortaleza - CE, 60115-081",Restaurante de frutos do mar,restaurante,135,0.0,0.0
Caravelle,4.3,"Av. Luciano Carneiro, 1936 - Vila União, Fortaleza - CE, 60410-691",Restaurante,restaurante,1.384,25.0,25.0
Restaurante,0.0,"Avenida Imperador, 880 - Centro, Fortaleza - CE, 60015-050",,restaurante,0,0.0,0.0
Hanna's Restaurante | Self Service | Centro,4.4,"R. Major Facundo, 736 - Centro, Fortaleza - CE, 60025-100",$$,restaurante,1.332,45.0,45.0
Picanha do Lessa,4.2,"R. Meton de Alencar, 199 - Centro, Fortaleza - CE, 60035-160",$,restaurante,471,30.0,30.0
Pier 95 Bar e Restaurante.,5.0,"R. dos Pacajús, 95 - Praia de Iracema, Fortaleza - CE, 60060-520",Restaurante,restaurante,2,0.0,0.0
Espaço Máxima Buffet \Restaurante,4.2,"R. Carolina Sucupira, 939 - Aldeota, Fortaleza - CE, 60140-120",Restaurante,restaurante,163,0.0,0.0
Restaurante e lanchonete barraca da amada,5.0,"Shooping Floriano - R. Floriano Peixoto, 176 - Centro, Fortaleza - CE, 60025-130",Restaurante,restaurante,Umcomentário,0.0,0.0
Churrascaria Gheller,4.2,"Av. Monsenhor Tabosa, 825 - Praia de Iracema, Fortaleza - CE, 60165-011",$$,restaurante,6.678,0.0,0.0
"Orla Praia Club: Restaurante, Barraca de Praia, Drinks, Happy Hour, Fortaleza CE",4.1,"Av. Clóvis Arrais Maia, 3005 - Praia do Futuro, Fortaleza - CE, 60183-694",Restaurante,restaurante,114,0.0,0.0
Restaurante Mariano da Picanha,4.0,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",$$,restaurante,1.231,0.0,0.0
Estaleiro do Gaúcho,4.1,"Av. Beira Mar, 4436 - Loja 7 e 8 - Mucuripe, Fortaleza - CE, 60165-121",$$,restaurante,579,0.0,0.0
Dom Tiziano,4.4,"R. Floriano Peixoto, 799 - Centro, Fortaleza - CE, 60025-131",Restaurante self-service,restaurante,155,30.0,30.0
Comida Porreta,4.2,"Av. Almirante Barroso, 668 - Praia de Iracema, Fortaleza - CE, 60060-440",Restaurante self-service,restaurante,40,0.0,0.0
AQuitanda,4.6,"R. Waldery Uchôa, 230 - Benfica, Fortaleza - CE, 60020-110",Restaurante,restaurante,523,0.0,0.0
Donastela Massas e Recheios,3.7,"R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100",Restaurante italiano,restaurante,3,0.0,0.0
Mabel Restaurante,4.7,"BR-116, 5271 - Alto da Balança, Fortaleza - CE, 60823-105",Restaurante,restaurante,20,0.0,0.0
"Seu Conrado Monte Castelo: Restaurante, Cozinha Brasileira, Boteco em Fortaleza CE",4.7,"R. Conrado Cabral, 711 - Monte Castelo, Fortaleza - CE, 60325-440",$$,restaurante,1.367,0.0,0.0
Del Plata Pastas,4.9,"Rua Santa Maria, 2 - José Bonifacio, Fortaleza - CE, 60025-110",Restaurante,restaurante,128,0.0,0.0
Tropical Restaurante,4.4,"R. da Assunção, 16 - Centro, Fortaleza - CE, 60050-010",$,restaurante,91,45.0,45.0
Bom Prato,4.3,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",$$,restaurante,412,0.0,0.0
Carneiro do Ordones,4.6,"R. Azevedo Bolão, 571 - Parquelândia, Fortaleza - CE, 60450-675",$$,restaurante,26.480,0.0,0.0
Arcos Comidas e Bebidas,4.4,"R. Padre Mororó, 2342 - Farias Brito, Fortaleza - CE, 60015-221",$$,restaurante,708,30.0,30.0
Cantina Primu's Self-Service,4.4,"R. Barão do Rio Branco, 1469 - Centro, Fortaleza - CE, 60025-060",$,restaurante,219,30.0,30.0
Garfo Self-service,4.6,"R. Major Facundo, 259 - Centro, Fortaleza - CE, 60025-100",$$,restaurante,518,45.0,45.0
Ceará Food,5.0,"R. Gonçalves Lêdo, 1541 - Loja 2 - Centro, Fortaleza - CE, 60110-261",Restaurante de comida caseira,restaurante,4,0.0,0.0
Mandir.amor Restaurante Vegano,4.8,"Rua Padre Francisco Pinto, 257 - Benfica, Fortaleza - CE, 60020-290",$,restaurante,1.904,25.0,25.0
Hokkaido,4.3,"Rua Torres Câmara, 425 - Meireles, Fortaleza - CE, 60150-060",$$,restaurante,1.390,45.0,45.0
Barraca marisol,4.3,"Av. Rui Barbosa, 50 - Meireles, Fortaleza - CE, 60165-050",Restaurante,restaurante,99,0.0,0.0
Rio Restaurante De Praia,4.3,"R. Dr. Bernardo Feitosa, 510 - Edson Queiroz, Fortaleza - CE, 60835-775",$$,restaurante,67,0.0,0.0
Johnny Rockets,4.5,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341",$$,restaurante,2.514,25.0,25.0
Mar de Rosas,4.7,"R. dos Tabajaras, 542 - Praia de Iracema, Fortaleza - CE, 60060-510",$$,restaurante,774,0.0,0.0
Restaurante Mariano da Picanha,4.0,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",$$,restaurante,1.231,0.0,0.0
Domino's Pizza,4.0,"Av. Coronel Miguel Dias, 1149 - Guararapes, Fortaleza - CE, 60810-160",$$,restaurante,129,25.0,25.0
Empório Divino Restaurante,4.5,"R. Alberto Magno, 100 - Montese, Fortaleza - CE, 60416-135",$$,restaurante,634,25.0,25.0
Restaurante Sal & Açúcar,4.3,"R. Olavo Bilac, 125 - Álvaro Weyne, Fortaleza - CE, 60320-000",Restaurante,restaurante,77,20.0,20.0
Restaurante Kitanda,4.4,"Av. Tristão Gonçalves, 823 - Centro, Fortaleza - CE, 60015-000",Restaurante,restaurante,80,30.0,30.0
Arupemba Restaurante,4.9,"R. dos Tabajaras, 325 - Praia de Iracema, Fortaleza - CE, 60060-510",Restaurante,restaurante,7,0.0,0.0
Boali,4.2,"Av. Washington Soares, 85 - Loja 728 - Edson Queiroz, Fortaleza - CE, 60811-341",$$,restaurante,29,0.0,0.0
"Carneiro do Ordones Jovita: Churrasco, Pratos Executivos, Cerveja, Restaurante, Delivery Fortaleza CE",4.5,"Av. Jovita Feitosa, 289 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,restaurante,254,0.0,0.0
Kina Restaurante,4.1,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-350",Restaurante,restaurante,25,0.0,0.0
Delicias grill,4.5,"Rua Coronel Linhares, 887 - Meireles, Fortaleza - CE, 60170-240",Restaurante,restaurante,11,30.0,30.0
Irmão Restaurante,4.3,"Av. Almirante Barroso, 911 - Praia de Iracema, Fortaleza - CE, 60060-440",$,restaurante,25,0.0,0.0
Delícias Grill - José Bonifacio,4.5,"R. Eusébio de Souza, 1410 - José Bonifacio, Fortaleza - CE, 60050-110",$,restaurante,497,30.0,30.0
Delicie Do Casal 20,5.0,"Av. Beira Mar - Meireles, Fortaleza - CE, 60165-120",Restaurante de comida caseira,restaurante,Umcomentário,0.0,0.0
China Gourmet,4.2,"R. Rodrigues Júnior, 1063 - Centro, Fortaleza - CE, 60110-001",$,restaurante,568,0.0,0.0
Fortaleza,0.0,"Shopping Iguatemi - Edson Queiroz, Fortaleza - CE, 60810-350",,restaurante,0,0.0,0.0
Restaurante,0.0,"R. Antônio Pompeu, 1710 - Centro, Fortaleza - CE, 60040-000",,restaurante,0,0.0,0.0
Centro Cultural Annapurna,4.7,"R. Paracuru, 34 - Centro, Fortaleza - CE, 60055-161",$,restaurante,266,30.0,30.0
Panelada Vip Restaurante,4.5,"R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60035-131",Mercado de produtos agrícolas,restaurante,24,0.0,0.0
Abaeté Boteco,4.6,"R. Barão de Aracati, 2899 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082",$$,restaurante,746,0.0,0.0
Bar & Restaurante,3.4,"Rua Capitão Gustavo - SÃO JOÃO, Fortaleza - CE, 60120-340",Bar,restaurante,23,0.0,0.0
Fortaleza,0.0,"Vila Bachá, 15 - Meireles, Fortaleza - CE, 60160-050",,restaurante,0,0.0,0.0
Maria Clara Self Service,4.6,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",Restaurante,restaurante,70,45.0,45.0
Restaurante Mariano da Picanha,4.0,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",$$,restaurante,1.231,0.0,0.0
Domino's Pizza,4.3,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",$$,restaurante,242,0.0,0.0
Cora,4.7,"Rua Padre Luís Figueira, 252 - Aldeota, Fortaleza - CE, 60150-120",$$,restaurante,709,30.0,30.0
Choppicanha | Restaurante,4.4,"Av. Jovita Feitosa, 191 - Parquelândia, Fortaleza - CE, 60455-410",$$,restaurante,2.502,0.0,0.0
Papudim Bar e Restaurante,4.5,"Praça Pelotas, 38 - Centro, Fortaleza - CE, 60110-210",Bar,restaurante,157,0.0,0.0
Restaurante Reginaldo grill,4.4,"R. Raimundo Arruda, 516 - Parque Araxá, Fortaleza - CE, 60450-500",Restaurante,restaurante,1.192,0.0,0.0
Erma Restaurantes e Lanchonetes,3.5,"Av. Visconde do Rio Branco, 3066 - Loja 13 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60055-364",Restaurante self-service,restaurante,2,0.0,0.0
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",4.6,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",$$$,restaurante,609,25.0,25.0
Porquilo Self-Service,4.6,"R. Barão do Rio Branco, 1221 - Centro, Fortaleza - CE, 60025-061",$$,restaurante,1.101,45.0,45.0
Flores RestôBar,0.0,"R. Xavier de Castro, 68 - Praia de Iracema, Fortaleza - CE, 60060-660",,restaurante,0,0.0,0.0
Sushi Festas Fortaleza,2.6,"R. Sen. Pompeu - José Bonifacio, Fortaleza - CE, 60025-002",Restaurante asiático,restaurante,5,0.0,0.0
Restaurante Caicó Benfica,4.2,"R. Paulino Nogueira, 41 - Benfica, Fortaleza - CE, 60020-270",$$,restaurante,1.841,0.0,0.0
Fortaleza,0.0,"Farias Brito, Fortaleza - CE, 60010-730",,restaurante,0,0.0,0.0
Point da Tapioca,5.0,"Av. Duque de Caxias, 101 - Bloco B - Centro, Fortaleza - CE, 60035-111",Restaurante fast-food,restaurante,3,0.0,0.0
Fone Pizza Restaurante,4.6,"Av. Jovita Feitosa, 1152 - Parquelândia, Fortaleza - CE, 60455-410",$$,restaurante,1.749,0.0,0.0
Restaurante,0.0,"R. Pereira Valente - Meireles, Fortaleza - CE, 60160-250",,restaurante,0,0.0,0.0
"No Alvo Futebol Society, Paintball, Racha, Restaurante Fortaleza",4.4,"Av. Comodoro Estácio Brigido, 2263 - Luciano Cavalcante, Fortaleza - CE, 60813-670",Campo de futebol,restaurante,1.205,0.0,0.0
Restaurante Mangostin,4.4,"Av. Beira Mar, 3980 - Loja 1 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante asiático,restaurante,62,0.0,0.0
Restaurante Lá Na Roça,4.8,"Rua Capitão Antônio de Aguiar, 41 - Aldeota, Fortaleza - CE, 60115-250",Restaurante,restaurante,4,0.0,0.0
Restaurante Comida Cazeira,0.0,"Av. Pintor Antônio Bandeira, 97 - Cais do Porto, Fortaleza - CE, 60180-476",,restaurante,0,0.0,0.0
Itaparika,0.0,"Centro, Fortaleza - CE, 60050-080",,restaurante,0,0.0,0.0
Restaurante,0.0,"Av. Beira Mar, 2340 - Meireles, Fortaleza - CE, 60165-121",,restaurante,0,0.0,0.0
Domino's Pizza - Praia de Iracema,4.3,"Av. Monsenhor Tabosa, 1101 - Meireles, Fortaleza - CE, 60165-065",$$,restaurante,78,45.0,45.0
Restaurante Mariano da Picanha,4.0,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",$$,restaurante,1.231,0.0,0.0
Proeiro Restaurante,4.8,"R. Barão de Aracati, 2706 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082",Restaurante,restaurante,37,0.0,0.0
Restaurante Barãozinho,3.5,"R. Barão do Rio Branco, 1469 - José Bonifacio, Fortaleza - CE, 60025-061",Restaurante brasileiro,restaurante,2,0.0,0.0
Restaurante O Assis,0.0,"R. Rufino de Alencar, 272 - Centro, Fortaleza - CE, 60060-145",,restaurante,0,0.0,0.0
Juliana's Restaurante,5.0,"R. Sena Madureira, 914 - Centro, Fortaleza - CE, 60055-080",Restaurante self-service,restaurante,Umcomentário,0.0,0.0
Restaurante almoço,0.0,"Rua Perboyre e Silva, 130 - Centro, Fortaleza - CE, 60030-200",,restaurante,0,0.0,0.0
Bar e Restaurante Euguimas,0.0,"R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-011",,restaurante,0,0.0,0.0
Restaurante Águas Bellas,0.0,"Centro, Fortaleza - CE, 60060-090",,restaurante,0,0.0,0.0
Mjs bisqui,0.0,"Centro, Fortaleza - CE, 60050-040",,restaurante,0,0.0,0.0
Francilene sousa,0.0,"Centro, Fortaleza - CE, 60050-040",,restaurante,0,0.0,0.0
Indie Bistrô & Arte,4.5,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",$$,restaurante,110,0.0,0.0
Restaurante,5.0,"R. Ímpar, 118 - Álvaro Weyne, Fortaleza - CE, 60335-540",Restaurante sérvio,restaurante,Umcomentário,0.0,0.0
Padaria Romana (Centro),4.2,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",$$,restaurante,865,15.0,15.0
Bolo,0.0,"Santa rosa - Santa Rosa, Fortaleza - CE, 60703-105",,restaurante,0,0.0,0.0
Restaurante,3.0,"R. Gama, 170 - Vila Velha, Fortaleza - CE, 60349-330",Restaurante,restaurante,Umcomentário,0.0,0.0
Restaurante,0.0,"Rua Ministro Antônio Coelho - Vila Velha, Fortaleza - CE, 60347-230",,restaurante,0,0.0,0.0
Pastel Quente,4.6,"Av. Duque de Caxias, 235 - Centro, Fortaleza - CE, 60035-111",Pastelaria brasileira,restaurante,21,0.0,0.0
B.LEM,4.4,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-060",$$,padaria,299,10.0,10.0
Pão de Mel,3.8,"Av. Monsenhor Tabosa, 1108 - Meireles, Fortaleza - CE, 60165-068",Padaria,padaria,752,25.0,25.0
Panificadora o Matutinho,4.8,"Rua São, R. São Bernardo do Campo, 241 - Cais do Porto, Fortaleza - CE, 60175-440",$,padaria,117,10.0,10.0
Rebeca Panificadora,4.2,"R. Coronel Manuel Jesuíno, 311 - Mucuripe, Fortaleza - CE, 60175-270",Padaria,padaria,37,15.0,15.0
Padaria Narjara,4.4,"R. Padre Anchieta, 1320 - São Gerardo, Fortaleza - CE, 60325-582",$$,padaria,993,20.0,20.0
Padaria Confeitos Vitória,4.1,"Av. Central, 208 - Cidade 2000, Fortaleza - CE, 60190-611",$$,padaria,229,15.0,15.0
Portitália Paladaria (Parque Manibura),4.3,"Av. Washington Soares, 4040 - Parque Manibura, Fortaleza - CE, 60821-750",$$,padaria,1.463,20.0,20.0
Padaria Da Viza,4.4,"R. Miguel Calmom, 407 - Vicente Pinzon, Fortaleza - CE, 60182-160",$,padaria,92,10.0,10.0
Padaria Romana Delicatessen,4.3,"Av. Treze de Maio, 901 - Fátima, Fortaleza - CE, 60040-531",$$,padaria,3.001,25.0,25.0
Padaria Contrigo,1.0,"R. Júlio Ibiapina, 291 - Dionísio Torres, Fortaleza - CE, 60170-220",Padaria,padaria,Umcomentário,0.0,0.0
Padaria Globo,4.5,"R. Padre Mororó, 1155 - Centro, Fortaleza - CE, 60015-220",$$,padaria,340,10.0,10.0
Padaria Romana (Aldeota),4.2,"R. Barbosa de Freitas, 1455 - Aldeota, Fortaleza - CE, 60170-020",Padaria,padaria,502,25.0,25.0
Pequena Padaria Caseira,4.8,"edificio lara - Joaquim Távora (Fortaleza), Fortaleza - CE, 60120-002",Padaria,padaria,15,0.0,0.0
Molino Padaria Artesanal,4.5,"Rua Torres Câmara, 314 - loja 2 - Aldeota, Fortaleza - CE, 60150-060",Padaria,padaria,150,20.0,20.0
Padaria Família,4.4,"R. Oliveira Filho, 665 - Cais do Porto, Fortaleza - CE, 60181-805",Padaria,padaria,26,0.0,0.0
F,4.7,"Av. Dioguinho, 4740 - Loja 1 - Praia do Futuro II, Fortaleza - CE, 60183-712",Padaria,padaria,16,0.0,0.0
Panificadora Nogueira,4.5,"R. Padre Pedro de Alencar, 244 - Messejana, Fortaleza - CE, 60840-280",$$,padaria,2.763,15.0,15.0
Panificadora Macropan (Damas),4.6,"R. Machado de Assis, 654 - Damas, Fortaleza - CE, 60426-000",$$,padaria,48,10.0,10.0
Padaria O Elias,4.3,"Av. Clóvis Matos, 1304 - Vicente Pinzon, Fortaleza - CE, 60183-100",Padaria,padaria,27,0.0,0.0
Vila do Pão Delicatessen,4.4,"Av. Rogaciano Leite, 450 - Guararapes, Fortaleza - CE, 60810-001",$$,padaria,669,20.0,20.0
Donata Padaria,4.3,"Av. Jovita Feitosa, 2345 - Alagadiço, Fortaleza - CE, 60455-410",$$,padaria,824,15.0,15.0
Speciale Pães Artesanais,4.7,"R. Fênix, 789 - Luciano Cavalcante, Fortaleza - CE, 60811-000",$$,padaria,142,15.0,15.0
Pão de Mel,3.8,"Av. Monsenhor Tabosa, 1108 - Meireles, Fortaleza - CE, 60165-068",Padaria,padaria,752,25.0,25.0
Pão de Açúcar,4.2,"Rua Bárbara de Alencar, 1887 - Loja 1 - Aldeota, Fortaleza - CE, 60140-000",Supermercado,padaria,1.278,20.0,20.0
Padaria do Zenardo,4.8,"R. Livreiro Gualter, 222 - Vila União, Fortaleza - CE, 60420-130",$,padaria,13,0.0,0.0
Panificadora Holanda,4.2,"R. João Cordeiro, 2994 - Aldeota, Fortaleza - CE, 60110-535",Padaria,padaria,37,0.0,0.0
Padaria Romana (Centro),4.2,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",$$,padaria,865,15.0,15.0
Padaria Romana (Centro),4.3,"Av. Tristão Gonçalves, 664 - Centro, Fortaleza - CE, 60015-000",$$,padaria,420,45.0,45.0
Panificadora Pão Nosso,4.3,"Rua Padre Antonino, 803 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60110-480",$$,padaria,73,10.0,10.0
Padaria e mercadinho Premiato,4.8,"R. Sen. Pompeu, 2610 - Benfica, Fortaleza - CE, 60025-002",Padaria,padaria,37,0.0,0.0
Padaria em Fortaleza Delícias da Marta,4.7,"R. Manuel Moura, 718 - Barra do Ceará, Fortaleza - CE, 60330-780",Padaria,padaria,22,0.0,0.0
B.LEM Padaria Portuguesa - Fortaleza RioMar,4.3,"R. Des. Lauro Nogueira, nº1500 - Loja 2004 - Papicu, Fortaleza - CE, 60176-065",Doceria,padaria,7,0.0,0.0
B.LEM,4.4,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-060",$$,padaria,299,10.0,10.0
Padaria da Andreia,4.3,"Rua Rui Barbosa, 150 - Vicente Pinzon, Fortaleza - CE, 60181-461",Padaria,padaria,6,0.0,0.0
Costa Mendes Delicatessen,4.4,"Rua Professor Costa Mendes, 609 - Montese, Fortaleza - CE, 60426-084",$$,padaria,11.204,45.0,45.0
Padaria Romana,4.5,"R. Mario Studart, 81 - Jacarecanga, Fortaleza - CE, 60326-060",$$,padaria,216,15.0,15.0
Mercearia 25 de março & Padaria,4.9,"R. Vinte e Cinco de Março, 132 - Centro, Fortaleza - CE, 60060-120",Mercado,padaria,22,15.0,15.0
Padaria La Casa do Pão,4.9,"Av. Rogaciano Leite, 2893 - Jardim Das Oliveiras, Fortaleza - CE, 60821-075",Padaria,padaria,12,0.0,0.0
Padaria e confeitaria Yeshua,4.7,"R. Fiscal Vieira, 4067 - São João do Tauape, Fortaleza - CE, 60120-170",Padaria,padaria,15,10.0,10.0
Panificadora GullaBox,4.4,"R. Carlos Gomes, 451 - José Bonifacio, Fortaleza - CE, 60040-230",Padaria,padaria,66,0.0,0.0
Mercadinho e Panificadora Casa do Pão,0.0,"Av. Antônio Justa, 3959 - Varjota, Fortaleza - CE, 60165-090",,padaria,0,0.0,0.0
Padaria São Sebastião,4.4,"R. Tereza Cristina, 1299 - Otávio Bonfim, Fortaleza - CE, 60015-141",$,padaria,42,0.0,0.0
Padaria Novo Mundo,4.5,"Av. Álvaro Correia - Mucuripe, Fortaleza - CE, 60165-230",Padaria,padaria,4,0.0,0.0
Panificadora Santa Luzia,4.0,"R. João Cordeiro, 766 - Praia de Iracema, Fortaleza - CE, 60110-300",$$,padaria,290,10.0,10.0
Pão de Mel,3.8,"Av. Monsenhor Tabosa, 1108 - Meireles, Fortaleza - CE, 60165-068",Padaria,padaria,752,25.0,25.0
